No(line_no),주소(address),경도(longitute),위도(latitude),좌표값(status),설치장소상세(address_detail),설치장소타입(address_type),쓰레기통 형태(trash_type),관할기관(gov),관할기관연락처(gov_num)
141,서울특별시 강서구 마곡중앙5로 방화1동 신방화역 4번 출구 토마토 김밥집 앞,126.8275156,37.56678804,인근좌표,신방화역 4번 출구 토마토 김밥집 앞,다중집합장소, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
142,서울특별시 강서구 마곡중앙5로 방화1동 신방화역 4번 출구 토마토 김밥집 앞,126.8275156,37.56678804,인근좌표,신방화역 4번 출구 토마토 김밥집 앞,다중집합장소, 재활용수거  ,서울시 강서구청,02-2600-4067
143,서울특별시 강서구 마곡서1로 방화1동 신방화역 5번 출구 행복부동산 앞,126.8204389,37.5574738,인근좌표,신방화역 5번 출구 행복부동산 앞,다중집합장소, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
144,서울특별시 강서구 마곡서1로 방화1동 신방화역 5번 출구 행복부동산 앞,126.8204389,37.5574738,인근좌표,신방화역 5번 출구 행복부동산 앞,다중집합장소, 재활용수거  ,서울시 강서구청,02-2600-4067
145,서울특별시 강서구 마곡중앙로 발산1동 엠벨리15단지 버스정류장 앞16-428,126.8258397,37.55454169,인근좌표,엠벨리15단지 버스정류장 앞16-428,버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
146,서울특별시 강서구 마곡중앙로 발산1동 엠벨리15단지 버스정류장 앞16-428,126.8258397,37.55454169,인근좌표,엠벨리15단지 버스정류장 앞16-428,버스정류장, 재활용수거  ,서울시 강서구청,02-2600-4067
147,서울특별시 강서구 강서로 등촌3동 그랜드마트 정류장앞16-337,126.8495719,37.56322768,인근좌표,그랜드마트 정류장앞16-337,버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
148,서울특별시 강서구 강서로 등촌3동 그랜드마트 정류장앞16-337,126.8495719,37.56322768,인근좌표,그랜드마트 정류장앞16-337,버스정류장, 재활용수거  ,서울시 강서구청,02-2600-4067
149,서울특별시 강서구 양천로59길 가양3동 서울특별시 강서구구청 가양동별관,126.8595655,37.56021178,인근좌표,서울특별시 강서구구청 가양동별관,다중집합장소, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
150,서울특별시 강서구 양천로59길 가양3동 서울특별시 강서구구청 가양동별관,126.8595655,37.56021178,인근좌표,서울특별시 강서구구청 가양동별관,다중집합장소, 재활용수거  ,서울시 강서구청,02-2600-4067
151,서울특별시 강서구 화곡로 화곡6동 서울특별시 강서구구청 본관 공원,126.8338705,37.54027844,인근좌표,서울특별시 강서구구청 본관 공원,다중집합장소, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
152,서울특별시 강서구 화곡로 화곡6동 서울특별시 강서구구청 본관 공원,126.8338705,37.54027844,인근좌표,서울특별시 강서구구청 본관 공원,다중집합장소, 재활용수거  ,서울시 강서구청,02-2600-4067
153,서울특별시 강서구 화곡로 화곡6동 서울특별시 강서구구청 본관 뒤편 공원,126.8338705,37.54027844,인근좌표,서울특별시 강서구구청 본관 뒤편 공원,다중집합장소, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
154,서울특별시 강서구 허준로 가양3동 가양3동주민센터 버스정류장(16-242),126.8442094,37.57184609,인근좌표,가양3동주민센터 버스정류장(16-242),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
155,서울특별시 강서구 양천로 가양1동 서울특별시 강서구한강자이아파트 버스정류장(16-266),126.8045183,37.57275235,인근좌표,서울특별시 강서구한강자이아파트 버스정류장(16-266),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
156,서울특별시 강서구 양천로 염창동 염창동한마음.관음삼성아파트(16-249),126.8461118,37.56523296,인근좌표,염창동한마음.관음삼성아파트(16-249),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
157,서울특별시 강서구 허준로 가양3동 가양3동 1484-6 인도변,126.8568762,37.56374681,인근좌표,가양3동 1484-6 인도변,버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
158,서울특별시 강서구 강서로 가양1동 양천향교역.휴먼빌아파트버스정류장(16-225),126.8477217,37.52941676,인근좌표,양천향교역.휴먼빌아파트버스정류장(16-225),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
159,서울특별시 강서구 가로공원로 화곡1동 화원중학교버스정류장(16-202),126.835263,37.5371451,인근좌표,화원중학교버스정류장(16-202),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
160,서울특별시 강서구 월정로 화곡1동 황외과앞버스정류장(16-190),126.8404407,37.52694719,인근좌표,황외과앞버스정류장(16-190),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
161,서울특별시 강서구 곰달래로 화곡1동 서울특별시 강서구한방병원버스정류장(16-328),126.8384443,37.53018421,인근좌표,서울특별시 강서구한방병원버스정류장(16-328),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
162,서울특별시 강서구 곰달래로 화곡1동 화곡동유림아파트버스정류장(16-188),126.8384443,37.53018421,인근좌표,화곡동유림아파트버스정류장(16-188),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
163,서울특별시 강서구 곰달래로 화곡2동 서울신정초등학교버스정류장(16-182),126.8384443,37.53018421,인근좌표,서울신정초등학교버스정류장(16-182),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
164,서울특별시 강서구 곰달래로 화곡4동 화곡동남부시장버스정류장(16-180),126.8384443,37.53018421,인근좌표,화곡동남부시장버스정류장(16-180),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
165,서울특별시 강서구 등촌로 화곡4동 목동사거리버스정류장(16-178),126.8635379,37.53028723,인근좌표,목동사거리버스정류장(16-178),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
166,서울특별시 강서구 남부순환로 발산1동 서울특별시 강서구면허시험장메이필드호텔 정류장(16-153),126.8077342,37.56122735,인근좌표,서울특별시 강서구면허시험장메이필드호텔 정류장(16-153),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
167,서울특별시 강서구 강서로 가양1동 등촌3동그랜드백화점  버스정류장(16-219),126.8477217,37.52941676,인근좌표,등촌3동그랜드백화점  버스정류장(16-219),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
168,서울특별시 강서구 수명로 발산1동 마곡수명산파크5단지6단지  정류장(16-417),126.8231466,37.5497717,인근좌표,마곡수명산파크5단지6단지  정류장(16-417),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
169,서울특별시 강서구 공항대로 가양1동 마곡역 버스정류장(16-018),126.8079513,37.56139871,인근좌표,마곡역 버스정류장(16-018),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
170,서울특별시 강서구 마곡중앙로 가양1동 마곡역 버스정류장(16-398),126.8258397,37.55454169,인근좌표,마곡역 버스정류장(16-398),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
171,서울특별시 강서구 강서로 우장산동 발산역.우장산힐스테이트버스정류장(16-217),126.8387248,37.54386224,인근좌표,발산역.우장산힐스테이트버스정류장(16-217),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
172,서울특별시 강서구 남부순환로 발산1동 외발산광명마을 버스정류장(16-152),126.8077342,37.56122735,인근좌표,외발산광명마을 버스정류장(16-152),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
173,서울특별시 강서구 남부순환로 공항동 공항동천주교회 버스정류장(16-161),126.8080738,37.55948123,인근좌표,공항동천주교회 버스정류장(16-161),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
174,서울특별시 강서구 김포대로 방화2동 상사마을입구 버스정류장(16-172),126.7957746,37.58446973,인근좌표,상사마을입구 버스정류장(16-172),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
175,서울특별시 강서구 마곡중앙5로 가양1동 마곡나루역 버스정류장(16-396),126.8275156,37.56678804,인근좌표,마곡나루역 버스정류장(16-396),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
176,서울특별시 강서구 마곡중앙5로 가양1동 마곡나루역 버스정류장(16-396),126.8275156,37.56678804,인근좌표,마곡나루역 버스정류장(16-396),버스정류장, 재활용수거  ,서울시 강서구청,02-2600-4067
177,서울특별시 강서구 마곡중앙5로 가양1동 마곡나루역1번출구 버스정류장(16-399),126.8275156,37.56678804,인근좌표,마곡나루역1번출구 버스정류장(16-399),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
178,서울특별시 강서구 마곡중앙5로 가양1동 마곡나루역1번출구 버스정류장(16-399),126.8275156,37.56678804,인근좌표,마곡나루역1번출구 버스정류장(16-399),버스정류장, 재활용수거  ,서울시 강서구청,02-2600-4067
179,서울특별시 강서구 마곡중앙5로 가양1동 마곡엠밸리7단지.712동 버스정류장(16-702),126.8275156,37.56678804,인근좌표,마곡엠밸리7단지.712동 버스정류장(16-702),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
180,서울특별시 강서구 마곡중앙5로 가양1동 마곡엠밸리7단지.712동 버스정류장(16-702),126.8275156,37.56678804,인근좌표,마곡엠밸리7단지.712동 버스정류장(16-702),버스정류장, 재활용수거  ,서울시 강서구청,02-2600-4067
181,서울특별시 강서구 방화대로 방화1동 마곡엠밸리5단지 버스정류장(16-706),126.8171374,37.5407709,인근좌표,마곡엠밸리5단지 버스정류장(16-706),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
182,서울특별시 강서구 방화대로 방화1동 마곡엠밸리5단지 버스정류장(16-706),126.8171374,37.5407709,인근좌표,마곡엠밸리5단지 버스정류장(16-706),버스정류장, 재활용수거  ,서울시 강서구청,02-2600-4067
183,서울특별시 강서구 마곡서로 가양1동 마곡엠벨리7단지앞 마을버스정류장(마곡동767-6),126.8207162,37.55593194,인근좌표,마곡엠벨리7단지앞 마을버스정류장(마곡동767-6),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
184,서울특별시 강서구 등촌로 등촌2동 영일고등학교.서울특별시 강서구도서관 버스정류장(16-173),126.8635379,37.53028723,인근좌표,영일고등학교.서울특별시 강서구도서관 버스정류장(16-173),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
185,서울특별시 강서구 등촌로 등촌2동 아이파크아파트.백석중학교 버스정류장(16-174),126.8635379,37.53028723,인근좌표,아이파크아파트.백석중학교 버스정류장(16-174),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
186,서울특별시 강서구 등촌로 등촌2동 등촌2동주민센터.등촌동대림아파트 버스정류장(16-175),126.8635379,37.53028723,인근좌표,등촌2동주민센터.등촌동대림아파트 버스정류장(16-175),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
187,서울특별시 강서구 등촌로 등촌2동 용문사.시립화곡청소년수련관 버스정류장(16-177),126.8635379,37.53028723,인근좌표,용문사.시립화곡청소년수련관 버스정류장(16-177),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
188,서울특별시 강서구 마곡서1로 가양1동 서울특별시 강서구세무서.공항초교(16-528),126.8204389,37.5574738,인근좌표,서울특별시 강서구세무서.공항초교(16-528),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
189,서울특별시 강서구 마곡서1로 가양1동 서울특별시 강서구세무서.공항초교(16-622),126.8204389,37.5574738,인근좌표,서울특별시 강서구세무서.공항초교(16-622),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
190,서울특별시 강서구 공항대로 공항동 공항중학교.공항초등학교(중)(16-016),126.8603264,37.55268326,인근좌표,공항중학교.공항초등학교(중)(16-016),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
191,서울특별시 강서구 공항대로 공항동 공항중학교.공항초등학교(중)(16-020),126.8603264,37.55268326,인근좌표,공항중학교.공항초등학교(중)(16-020),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
192,서울특별시 강서구 공항대로 공항동 송정역(중)(16-014),126.8603264,37.55268326,인근좌표,송정역(중)(16-014),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
193,서울특별시 강서구 공항대로 공항동 송정역(중)(16-015),126.8603264,37.55268326,인근좌표,송정역(중)(16-015),버스정류장, 일반쓰레기 수거용 ,서울시 강서구청,02-2600-4067
